Genus,IDs_x,IDs_y
Peptoniphilus,"['2472115964', '2318627040', '2318612441', '2318612144', '2318611804', '2318611742', '2318611441', '1962354251', '1325794002', '1042915489', '1139271038', '1139291104', '1139291098', '1139291095', '1139291087', '1139291083', '1139291078', '1139291077', '1139291075', '1139291070']","['2472115964', '2318627040', '2318612441', '2318612144', '2318611804', '2318611742', '2318611441', '1962354251', '1325794002', '1042915489', '1139271038', '1139291104', '1139291098', '1139291095', '1139291087', '1139291083', '1139291078', '1139291077', '1139291075', '1139291070']"
Peredibacter,"['1985648158', '1985648125', '1985648124', '1985648119', '1985648058', '1985647863', '1985647729', '1985647296', '1985646580', '1985645897', '1985645537', '1985645288', '1985644029', '1985643610', '1962359553', '1962356583', '1962356494', '1033474263', '672229273', '192804972']","['1985648158', '1985648125', '1985648124', '1985648119', '1985648058', '1985647863', '1985647729', '1985647296', '1985646580', '1985645897', '1985645537', '1985645288', '1985644029', '1985643610', '1962359553', '1962356583', '1962356494', '1033474263', '672229273', '192804972']"
Petrimonas,"['1962354432', '1219552901', '1219552885', '1219552882', '1219552875', '1219552871', '1219552866', '1219550930', '1219550917', '1219550806', '1219550409', '1206270818', '1206255711', '1079706377', '1079706336', '1079706319', '1079706304', '1079705524', '1079705131', '1041792836']","['1962354432', '1219552901', '1219552885', '1219552882', '1219552875', '1219552871', '1219552866', '1219550930', '1219550917', '1219550806', '1219550409', '1206270818', '1206255711', '1079706377', '1079706336', '1079706319', '1079706304', '1079705524', '1079705131', '1041792836']"
Phaeospirillum,"['1347825902', '916895212', '916895210', '297373030', '297370626', '304654328', '541049223', '541049220', '515793390', '209417435', '219906470', '219903953', '304654333', '164664535', '121495681', '209528446', '157170577']","['1347825902', '916895212', '916895210', '297373030', '297370626', '304654328', '541049223', '541049220', '515793390', '209417435', '219906470', '219903953', '304654333', '164664535', '121495681', '209528446', '157170577']"
Phascolarctobacterium,"['2318645778', '2318644228', '2318644196', '2318642960', '2318642861', '2318642568', '2318642325', '2318642281', '2318641850', '2318641282', '2318640992', '2318640350', '2318638715', '2318638558', '2318638042', '2318637985', '2318637107', '2318636978', '2318636764', '2318636664']","['2318645778', '2318644228', '2318644196', '2318642960', '2318642861', '2318642568', '2318642325', '2318642281', '2318641850', '2318641282', '2318640992', '2318640350', '2318638715', '2318638558', '2318638042', '2318637985', '2318637107', '2318636978', '2318636764', '2318636664']"
Phaselicystis,['5702045'],['5702045']
Phenylobacterium,"['1985647707', '1985647523', '1985647011', '1985646694', '1985646630', '1985646621', '1985646524', '1985646388', '1985646134', '1985646012', '1985645682', '1985645639', '1985645200', '1985645141', '1985644799', '1985644708', '1985643516', '1985643248', '1985643193', '1962355765']","['1985647707', '1985647523', '1985647011', '1985646694', '1985646630', '1985646621', '1985646524', '1985646388', '1985646134', '1985646012', '1985645682', '1985645639', '1985645200', '1985645141', '1985644799', '1985644708', '1985643516', '1985643248', '1985643193', '1962355765']"
Phreatobacter,"['1985647659', '1962359127', '1139937184', '359746203', '359746201', '359746200']","['1985647659', '1962359127', '1139937184', '359746203', '359746201', '359746200']"
Phycicoccus,"['1985643263', '1985643109', '1985643047', '1417735480', '1417735479', '1417735478', '984880275', '387911722', '323362885']","['1985643263', '1985643109', '1985643047', '1417735480', '1417735479', '1417735478', '984880275', '387911722', '323362885']"
Pigmentiphaga,"['1219550655', '1139937187', '1139937186', '1033473081', '1020158624']","['1219550655', '1139937187', '1139937186', '1033473081', '1020158624']"
Pilimelia,"['1747412', '1747411']","['1747412', '1747411']"
Pir4 lineage,[],[]
Piscinibacter,"['1219550654', '1079706456', '1079706113', '1033473168', '939320219', '939320151']","['1219550654', '1079706456', '1079706113', '1033473168', '939320219', '939320151']"
Planctomyces,"['1206270618', '1206256206', '1206256113', '1206256047', '1206255565', '1079706898', '1079706871', '1079706737', '1079706731', '1079706727', '1079706563', '1079706362', '1079706183', '1031978580', '1031978555', '1031978523', '806934755', '806934738', '762207575', '583826819']","['1206270618', '1206256206', '1206256113', '1206256047', '1206255565', '1079706898', '1079706871', '1079706737', '1079706731', '1079706727', '1079706563', '1079706362', '1079706183', '1031978580', '1031978555', '1031978523', '806934755', '806934738', '762207575', '583826819']"
Planomicrobium,"['1985644884', '1147669405', '1008904066', '998614652', '998613510', '998613498', '762218322', '565666976', '261335883', '261335882', '261335881', '261335880', '261335875', '261335872', '261335837', '261335824', '261335821', '261335820', '261335819', '261335816']","['1985644884', '1147669405', '1008904066', '998614652', '998613510', '998613498', '762218322', '565666976', '261335883', '261335882', '261335881', '261335880', '261335875', '261335872', '261335837', '261335824', '261335821', '261335820', '261335819', '261335816']"
Plantibacter,"['1516607867', '1248817286', '1013065161', '984880447', '590121428', '762218008', '631782769', '631782768', '631782767', '225632791', '225632787', '225632781', '225632775', '225632770', '225632747', '440576621', '413958038', '355320153', '384070530', '384070528']","['1516607867', '1248817286', '1013065161', '984880447', '590121428', '762218008', '631782769', '631782768', '631782767', '225632791', '225632787', '225632781', '225632775', '225632770', '225632747', '440576621', '413958038', '355320153', '384070530', '384070528']"
Pleomorphomonas,"['1219553326', '1219553325', '1219553319', '1219553318', '1219552840', '1219552836', '1219552831', '1219552829', '1219552810', '1219550952', '1219550910', '1219550537', '998613138', '575878756', '575878755', '192804976']","['1219553326', '1219553325', '1219553319', '1219553318', '1219552840', '1219552836', '1219552831', '1219552829', '1219552810', '1219550952', '1219550910', '1219550537', '998613138', '575878756', '575878755', '192804976']"
Pluralibacter,"['916895200', '472397085', '4753710']","['916895200', '472397085', '4753710']"
Polaromonas,"['1985644870', '1985643232', '1139274984', '1139274972', '1139266256', '1042916115', '1033472500', '672229722', '576756428', '387911708', '387911685', '387911672', '296531630', '315002323', '315002322', '315002321', '332800825', '332800817', '332800813', '332800812']","['1985644870', '1985643232', '1139274984', '1139274972', '1139266256', '1042916115', '1033472500', '672229722', '576756428', '387911708', '387911685', '387911672', '296531630', '315002323', '315002322', '315002321', '332800825', '332800817', '332800813', '332800812']"
Polymorphobacter,[],[]
Polynucleobacter,"['1820172063', '1820172039', '209408411', '1215530498', '261325951', '260653155', '253683195', '72056595', '113927391', '1026141312', '1026141308', '1026141305', '998614062', '998610771', '981191923', '613405081', '487395758', '487395755', '487395754', '487395753']","['1820172063', '1820172039', '209408411', '1215530498', '261325951', '260653155', '253683195', '72056595', '113927391', '1026141312', '1026141308', '1026141305', '998614062', '998610771', '981191923', '613405081', '487395758', '487395755', '487395754', '487395753']"
Porphyrobacter,"['1985645229', '1985644662', '789405922', '675817980', '549806002', '261335827', '332800777', '224027550', '192805993', '108792472', '108792471', '108792470', '156138541', '90185666', '15865482', '15865481', '6045145', '6045144', '175675']","['1985645229', '1985644662', '789405922', '675817980', '549806002', '261335827', '332800777', '224027550', '192805993', '108792472', '108792471', '108792470', '156138541', '90185666', '15865482', '15865481', '6045145', '6045144', '175675']"
Porphyromonas,"['2318627553', '2318613723', '2318612263', '2318612162', '2318612003', '2318611778', '1962355953', '1962354375', '1962354291', '1269612899', '1139277717', '1139276158', '1139273342', '1139291247', '1139290637', '1139290618', '1139290593', '1139290583', '1139290535', '1139290186']","['2318627553', '2318613723', '2318612263', '2318612162', '2318612003', '2318611778', '1962355953', '1962354375', '1962354291', '1269612899', '1139277717', '1139276158', '1139273342', '1139291247', '1139290637', '1139290618', '1139290593', '1139290583', '1139290535', '1139290186']"
Prevotella,"['2318645575', '2318644301', '2318643546', '2318643445', '2318643331', '2318642973', '2318642732', '2318642611', '2318642554', '2318642464', '2318642311', '2318642310', '2318642094', '2318642081', '2318642038', '2318642023', '2318641979', '2318641922', '2318641780', '2318641597']","['2318645575', '2318644301', '2318643546', '2318643445', '2318643331', '2318642973', '2318642732', '2318642611', '2318642554', '2318642464', '2318642311', '2318642310', '2318642094', '2318642081', '2318642038', '2318642023', '2318641979', '2318641922', '2318641780', '2318641597']"
Prevotella 2,[],[]
Prevotella 6,[],[]
Prevotella 7,[],[]
Prochlorococcus,"['1390703233', '998615684', '998615412', '998614838', '998614581', '998612701', '937957387', '191174804', '191174794', '191174782', '191174774', '191174750', '91064770']","['1390703233', '998615684', '998615412', '998614838', '998614581', '998612701', '937957387', '191174804', '191174794', '191174782', '191174774', '191174750', '91064770']"
Prolixibacter,"['1206271072', '1041788115', '444737552', '371782168', '186929379']","['1206271072', '1041788115', '444737552', '371782168', '186929379']"
Propionibacterium,"['2278608033', '1962354507', '1379009973', '1379008794', '1269612837', '1248816607', '1219551063', '1219550505', '1206269769', '1206269547', '1033473810', '1008904067', '998614496', '998614426', '974983196', '808438431', '808437402', '808436063', '808435333', '808433808']","['2278608033', '1962354507', '1379009973', '1379008794', '1269612837', '1248816607', '1219551063', '1219550505', '1206269769', '1206269547', '1033473810', '1008904067', '998614496', '998614426', '974983196', '808438431', '808437402', '808436063', '808435333', '808433808']"
Propionicicella,"['1219550685', '1079706325', '1079706048', '1041788056']","['1219550685', '1079706325', '1079706048', '1041788056']"
Propionicimonas,"['1219551449', '1219551397', '1219551390', '1219551386', '1219551385', '1219551380', '1219551367', '1219551363', '1219551360', '1219551357', '1219551353', '1219551348', '1219551347', '1219551337', '1219551335', '1219551170', '1219551168', '1219551167', '1219551165', '1219551164']","['1219551449', '1219551397', '1219551390', '1219551386', '1219551385', '1219551380', '1219551367', '1219551363', '1219551360', '1219551357', '1219551353', '1219551348', '1219551347', '1219551337', '1219551335', '1219551170', '1219551168', '1219551167', '1219551165', '1219551164']"
Propionivibrio,"['1206269656', '1139284845', '1033473853', '453040128', '15029016', '4775531']","['1206269656', '1139284845', '1033473853', '453040128', '15029016', '4775531']"
Propionivibrio sp. TPP412,[],[]
Prosthecobacter,"['1985648239', '1985647621', '1985646167', '1985644598', '1985644221', '1206271159', '1206271127', '1206271047', '1206270955', '1033474074', '762210721', '296061823', '296061822', '186929386', '186929385', '186929384', '192806130', '192805046', '164510704', '164510703']","['1985648239', '1985647621', '1985646167', '1985644598', '1985644221', '1206271159', '1206271127', '1206271047', '1206270955', '1033474074', '762210721', '296061823', '296061822', '186929386', '186929385', '186929384', '192806130', '192805046', '164510704', '164510703']"
Proteiniclasticum,"['1219553270', '1219553266', '1219553242', '1206255668', '1079707012', '1079706567', '1079706491', '1041791518', '1041791517', '1033473762', '1033471975']","['1219553270', '1219553266', '1219553242', '1206255668', '1079707012', '1079706567', '1079706491', '1041791518', '1041791517', '1033473762', '1033471975']"
