uniprot_id	ec_number	protein_name	organism	score
A0AAW8N5B7_PSEOX	EC:2.7.8.41	Cardiolipin synthase (EC 2.7.8.41)	Pseudarthrobacter oxydans (Arthrobacter oxydans)	250
A0A0N1AG81_9PROT	EC:2.7.8.5	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)	beta proteobacterium AAP51	150
A0AA44U4J9_CUTAC	EC:2.7.8.5	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)	Cutibacterium acnes (Propionibacterium acnes)	250
C0QIA4_DESAH	EC:2.7.8.5	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
A0A365D3L5_9MICC	EC:2.7.8.5	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)	Pseudarthrobacter sp. AG30	250
A0A0N1KZQ4_9PROT	EC:2.7.8.7	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	beta proteobacterium AAP65	150
U1F9Z6_9ACTN	EC:2.7.8.7	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	Cutibacterium granulosum DSM 20700	250
A0A7W8KS68_9BURK	EC:2.7.8.7	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	Herbaspirillum sp. SJZ102	250
A0A5R8VT09_9MICC	EC:2.7.8.7	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	Pseudarthrobacter sp. NamB4	250
B6BWJ1_9PROT	EC:2.7.8.8	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5) (EC 2.7.8.8) (CDP-diacylglycerol--serine O-phosphatidyltransferase) (Phosphatidylserine synthase)	beta proteobacterium KB13	150
A0A7W8NWN6_9BURK	EC:2.7.8.8	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5) (EC 2.7.8.8) (CDP-diacylglycerol--serine O-phosphatidyltransferase) (Phosphatidylserine synthase)	Herbaspirillum sp. SJZ102	250
Q6A652_CUTAK	EC:2.7.9.1	Pyruvate, phosphate dikinase (EC 2.7.9.1)	Cutibacterium acnes (strain DSM 16379 / KPA171202) (Propionibacterium acnes)	250
C0QM47_DESAH	EC:2.7.9.1	Pyruvate phosphate dikinase (EC 2.7.9.1)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
M1SW59_9PROT	EC:2.7.9.2	Phosphoenolpyruvate synthase (PEP synthase) (EC 2.7.9.2) (Pyruvate, water dikinase)	beta proteobacterium CB	150
A0A445MT24_9BACT	EC:2.7.9.2	Phosphoenolpyruvate synthase (EC 2.7.9.2) (Pyruvate, water dikinase)	uncultured Desulfobacterium sp	150
J3C8A6_9BURK	EC:2.7.9.2	Phosphoenolpyruvate synthase (PEP synthase) (EC 2.7.9.2) (Pyruvate, water dikinase)	Herbaspirillum sp. YR522	250
A0A0V8ITL4_9MICC	EC:2.7.9.2	Phosphoenolpyruvate synthase (PEP synthase) (EC 2.7.9.2) (Pyruvate, water dikinase)	Pseudarthrobacter enclensis	650
M1SHP3_9PROT	EC:2.7.9.3	Selenide, water dikinase (EC 2.7.9.3) (Selenium donor protein) (Selenophosphate synthase)	beta proteobacterium CB	150
C0QB90_DESAH	EC:2.7.9.3	SelD1 (EC 2.7.9.3)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
A0A7W8KQ78_9BURK	EC:2.7.9.3	Selenide, water dikinase (EC 2.7.9.3) (Selenium donor protein) (Selenophosphate synthase)	Herbaspirillum sp. SJZ102	250
Q5G252_ACIFR	EC:2.8.1.1	Rhodanese-like protein P16.2 (EC 2.8.1.1)	Acidithiobacillus ferrooxidans (Thiobacillus ferrooxidans)	150
B6BVZ9_9PROT	EC:2.8.1.10	Thiazole synthase (EC 2.8.1.10)	beta proteobacterium KB13	150
A0A246WLW3_9BURK	EC:2.8.1.10	Thiazole synthase (EC 2.8.1.10)	Herbaspirillum robiniae	650
A0A5R8WFB2_9MICC	EC:2.8.1.10	Thiazole synthase (EC 2.8.1.10)	Pseudarthrobacter sp. NamE2	250
M1SPJ0_9PROT	EC:2.8.1.12	Molybdopterin synthase catalytic subunit (EC 2.8.1.12) (MPT synthase subunit 2) (Molybdenum cofactor biosynthesis protein E) (Molybdopterin-converting factor large subunit) (Molybdopterin-converting factor subunit 2)	beta proteobacterium CB	150
A0A7W8KRV5_9BURK	EC:2.8.1.12	Molybdopterin synthase catalytic subunit (EC 2.8.1.12) (MPT synthase subunit 2) (Molybdenum cofactor biosynthesis protein E) (Molybdopterin-converting factor large subunit) (Molybdopterin-converting factor subunit 2)	Herbaspirillum sp. SJZ102	250
A0AAW8N5K6_PSEOX	EC:2.8.1.12	Molybdopterin synthase catalytic subunit (EC 2.8.1.12)	Pseudarthrobacter oxydans (Arthrobacter oxydans)	250
G4CVS2_9ACTN	EC:2.8.1.2	3-mercaptopyruvate sulfurtransferase (EC 2.8.1.2)	Cutibacterium avidum ATCC 25577	250
A1TFZ3_MYCVP	EC:2.8.1.2	3-mercaptopyruvate sulfurtransferase (EC 2.8.1.2)	Mycolicibacterium vanbaalenii (strain DSM 7251 / JCM 13017 / BCRC 16820 / KCTC 9966 / NRRL B-24157 / PYR-1) (Mycobacterium vanbaalenii)	150
K7RPW9_ACIA4	EC:2.8.1.2	3-mercaptopyruvate sulfurtransferase (EC 2.8.1.1, EC 2.8.1.2)	Acidipropionibacterium acidipropionici (strain ATCC 4875 / DSM 20272 / JCM 6432 / NBRC 12425 / NCIMB 8070 / 4) (Propionibacterium acidipropionici)	150
Q3SG14_THIDA	EC:2.8.1.2	3-mercaptopyruvate sulfurtransferase (EC 2.8.1.2)	Thiobacillus denitrificans (strain ATCC 25259 / T1)	250
A0A0N0JEH2_9PROT	EC:2.8.1.6	Biotin synthase (EC 2.8.1.6)	beta proteobacterium AAP51	150
G4CTZ8_9ACTN	EC:2.8.1.6	Biotin synthase (EC 2.8.1.6)	Cutibacterium avidum ATCC 25577	250
C0Q9R9_DESAH	EC:2.8.1.6	BioB2 (EC 2.8.1.6)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
A0AAI9IGP9_9BURK	EC:2.8.1.6	Biotin synthase (EC 2.8.1.6)	Herbaspirillum frisingense GSF30	250
D5VDY8_CAUST	EC:2.8.1.6	Biotin synthase (EC 2.8.1.6)	Caulobacter segnis (strain ATCC 21756 / DSM 7131 / JCM 7823 / NBRC 15250 / LMG 17158 / TK0059) (Mycoplana segnis)	150
A0A7K1NJV3_9MICC	EC:2.8.1.6	Biotin synthase (EC 2.8.1.6)	Pseudarthrobacter sp. GA104	250
BIOB_STUS1	EC:2.8.1.6	Biotin synthase (EC 2.8.1.6)	Stutzerimonas stutzeri (strain A1501) (Pseudomonas stutzeri)	150
B6BUK9_9PROT	EC:2.8.1.7	cysteine desulfurase (EC 2.8.1.7)	beta proteobacterium KB13	150
A0A9X5LR44_9ACTN	EC:2.8.1.7	cysteine desulfurase (EC 2.8.1.7)	Cutibacterium granulosum DSM 20700	250
C0QCF3_DESAH	EC:2.8.1.7	Cysteine desulfurase (EC 2.8.1.7) (Nitrogenase metalloclusters biosynthesis protein NifS)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
A0A5F0LSG9_9BURK	EC:2.8.1.7	Cysteine desulfurase IscS (EC 2.8.1.7)	Herbaspirillum sp. 3C11	250
A0A1H1XCL3_9MICC	EC:2.8.1.7	Cysteine desulfurase (EC 2.8.1.7)	Pseudarthrobacter equi	650
B1N6K7_9PROT	EC:2.8.1.8	Lipoyl synthase (EC 2.8.1.8) (Lip-syn) (LS) (Lipoate synthase) (Lipoic acid synthase) (Sulfur insertion protein LipA)	uncultured beta proteobacterium CBNPD1 BAC clone 578	150
A0A8B2VKA5_CUTAC	EC:2.8.1.8	Lipoyl synthase (EC 2.8.1.8) (Lip-syn) (LS) (Lipoate synthase) (Lipoic acid synthase) (Sulfur insertion protein LipA)	Cutibacterium acnes (Propionibacterium acnes)	250
C0QGU0_DESAH	EC:2.8.1.8	Lipoyl synthase (EC 2.8.1.8) (Lip-syn) (LS) (Lipoate synthase) (Lipoic acid synthase) (Sulfur insertion protein LipA)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
A0A7Y5Y5Y9_9BURK	EC:2.8.1.8	Lipoyl synthase (EC 2.8.1.8) (Lip-syn) (LS) (Lipoate synthase) (Lipoic acid synthase) (Sulfur insertion protein LipA)	Herbaspirillum sp. C9C3	250
A0A0U3NZQ0_9MICC	EC:2.8.1.8	Lipoyl synthase (EC 2.8.1.8) (Lip-syn) (LS) (Lipoate synthase) (Lipoic acid synthase) (Sulfur insertion protein LipA)	Pseudarthrobacter sulfonivorans	650
LIPA_STUS1	EC:2.8.1.8	Lipoyl synthase (EC 2.8.1.8) (Lip-syn) (LS) (Lipoate synthase) (Lipoic acid synthase) (Sulfur insertion protein LipA)	Stutzerimonas stutzeri (strain A1501) (Pseudomonas stutzeri)	150
C0QBC5_DESAH	EC:2.8.3.12	GctA (EC 2.8.3.12)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
B2AIU3_CUPTR	EC:2.8.3.12	Glutaconate CoA-transferase subunit B (EC 2.8.3.12)	Cupriavidus taiwanensis (strain DSM 17343 / BCRC 17206 / CCUG 44338 / CIP 107171 / LMG 19424 / R1) (Ralstonia taiwanensis (strain LMG 19424))	150
A0A839VN65_9BURK	EC:2.8.3.16	Formyl-CoA transferase (EC 2.8.3.16)	Herbaspirillum sp. Sphag64	250
A0AAW8N8V3_PSEOX	EC:2.8.3.16	Formyl-CoA transferase (EC 2.8.3.16)	Pseudarthrobacter oxydans (Arthrobacter oxydans)	250
Q1LF50_CUPMC	EC:2.8.3.16	Formyl-CoA:oxalate CoA-transferase (FCOCT) (EC 2.8.3.16) (Formyl-coenzyme A transferase) (Formyl-CoA transferase)	Cupriavidus metallidurans (strain ATCC 43123 / DSM 2839 / NBRC 102507 / CH34) (Ralstonia metallidurans)	150
A0A2W5THU9_ANCNO	EC:2.8.3.16	Formyl-CoA:oxalate CoA-transferase (FCOCT) (EC 2.8.3.16) (Formyl-coenzyme A transferase) (Formyl-CoA transferase)	Ancylobacter novellus (Thiobacillus novellus)	150
A0A839VSW4_9BURK	EC:2.8.3.18	Succinyl-CoA:acetate CoA-transferase (EC 2.8.3.18)	Herbaspirillum sp. Sphag64	250
A0A7W8KRT0_9BURK	EC:2.8.3.22	Itaconate CoA-transferase (EC 2.8.3.-, EC 2.8.3.22)	Herbaspirillum sp. SJZ102	250
D8IXY1_HERSS	EC:2.8.3.5	Acyl CoA:acetate/3-ketoacid CoA transferase, beta subunit protein (EC 2.8.3.5)	Herbaspirillum seropedicae (strain SmR1)	250
D5VPE1_CAUST	EC:2.8.3.5	3-oxoacid CoA-transferase, A subunit (EC 2.8.3.5)	Caulobacter segnis (strain ATCC 21756 / DSM 7131 / JCM 7823 / NBRC 15250 / LMG 17158 / TK0059) (Mycoplana segnis)	150
B8HJE7_PSECP	EC:2.8.3.5	3-oxoacid CoA-transferase, A subunit (EC 2.8.3.5)	Pseudarthrobacter chlorophenolicus (strain ATCC 700700 / DSM 12829 / CIP 107037 / JCM 12360 / KCTC 9906 / NCIMB 13794 / A6) (Arthrobacter chlorophenolicus)	250
D8ISQ7_HERSS	EC:2.8.3.6	3-oxoadipate CoA-transferase subunit A protein (EC 2.8.3.6)	Herbaspirillum seropedicae (strain SmR1)	250
B8HJE8_PSECP	EC:2.8.3.6	3-oxoacid CoA-transferase, B subunit (EC 2.8.3.6)	Pseudarthrobacter chlorophenolicus (strain ATCC 700700 / DSM 12829 / CIP 107037 / JCM 12360 / KCTC 9906 / NCIMB 13794 / A6) (Arthrobacter chlorophenolicus)	250
A0AAW8NFE9_PSEOX	EC:2.8.4.2	Arsenate-mycothiol transferase (EC 2.8.4.2)	Pseudarthrobacter oxydans (Arthrobacter oxydans)	250
B6BWN3_9PROT	EC:2.8.4.3	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase (EC 2.8.4.3) ((Dimethylallyl)adenosine tRNA methylthiotransferase MiaB) (tRNA-i(6)A37 methylthiotransferase)	beta proteobacterium KB13	150
A0A9X5LT52_9ACTN	EC:2.8.4.3	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase (EC 2.8.4.3) ((Dimethylallyl)adenosine tRNA methylthiotransferase MiaB) (tRNA-i(6)A37 methylthiotransferase)	Cutibacterium granulosum DSM 20700	250
A0A1W9U1T8_9BACT	EC:2.8.4.3	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase (EC 2.8.4.3)	Desulfobacterium sp. 4572_20	250
A0A5F0LVF7_9BURK	EC:2.8.4.3	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase (EC 2.8.4.3) ((Dimethylallyl)adenosine tRNA methylthiotransferase MiaB) (tRNA-i(6)A37 methylthiotransferase)	Herbaspirillum sp. 3C11	250
A0A4Y6R122_9MICC	EC:2.8.4.3	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase (EC 2.8.4.3) ((Dimethylallyl)adenosine tRNA methylthiotransferase MiaB) (tRNA-i(6)A37 methylthiotransferase)	Pseudarthrobacter sp. NIBRBAC000502772	250
MIAB_PSEF5	EC:2.8.4.3	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase (EC 2.8.4.3) ((Dimethylallyl)adenosine tRNA methylthiotransferase MiaB) (tRNA-i(6)A37 methylthiotransferase)	Pseudomonas fluorescens (strain ATCC BAA-477 / NRRL B-23932 / Pf-5)	250
A0A0N1L0X7_9PROT	EC:2.8.4.4	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	beta proteobacterium AAP65	150
C0QIB5_DESAH	EC:2.8.4.4	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
A0A223P917_9BURK	EC:2.8.4.4	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	Herbaspirillum sp. meg3	250
RIMO_PSE14	EC:2.8.4.4	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	Pseudomonas savastanoi pv. phaseolicola (strain 1448A / Race 6) (Pseudomonas syringae pv. phaseolicola (strain 1448A / Race 6))	250
C0Q9T7_DESAH	EC:2.9.1.1	L-seryl-tRNA(Sec) selenium transferase (EC 2.9.1.1) (Selenocysteine synthase) (Sec synthase) (Selenocysteinyl-tRNA(Sec) synthase)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
A0AB34QZZ4_BACPU	EC:3.1.1.1	Carboxylesterase (EC 3.1.1.1)	Bacillus pumilus (Bacillus mesentericus)	250
D8IRN9_HERSS	EC:3.1.1.1	Carboxylesterase protein (EC 3.1.1.1)	Herbaspirillum seropedicae (strain SmR1)	250
A0AAW8NHS5_PSEOX	EC:3.1.1.1	Carboxylesterase (EC 3.1.1.1)	Pseudarthrobacter oxydans (Arthrobacter oxydans)	250
F0M987_PSEPM	EC:3.1.1.11	Pectinesterase (EC 3.1.1.11)	Pseudarthrobacter phenanthrenivorans (strain DSM 18606 / JCM 16027 / LMG 23796 / Sphe3) (Arthrobacter phenanthrenivorans)	250
A0A839VRH8_9BURK	EC:3.1.1.15	L-arabinonolactonase (EC 3.1.1.15)	Herbaspirillum sp. Sphag64	250
D8IVW3_HERSS	EC:3.1.1.17	Gluconolactonase protein (EC 3.1.1.17)	Herbaspirillum seropedicae (strain SmR1)	250
F0MB23_PSEPM	EC:3.1.1.17	Gluconolactonase (EC 3.1.1.17)	Pseudarthrobacter phenanthrenivorans (strain DSM 18606 / JCM 16027 / LMG 23796 / Sphe3) (Arthrobacter phenanthrenivorans)	250
D8IY40_HERSS	EC:3.1.1.24	Hydrolase/acyltransferase (Alpha/beta hydrolase superfamily) protein (EC 3.1.1.24)	Herbaspirillum seropedicae (strain SmR1)	250
A0AAJ1SVP5_9MICC	EC:3.1.1.24	3-oxoadipate enol-lactonase (EC 3.1.1.24)	Pseudarthrobacter niigatensis	650
A0A0N1AHT2_9PROT	EC:3.1.1.29	Peptidyl-tRNA hydrolase (PTH) (EC 3.1.1.29)	beta proteobacterium AAP65	150
A0AA44QJ00_CUTAC	EC:3.1.1.29	Peptidyl-tRNA hydrolase (PTH) (EC 3.1.1.29)	Cutibacterium acnes (Propionibacterium acnes)	250
A0A445MWI3_9BACT	EC:3.1.1.29	Peptidyl-tRNA hydrolase ArfB (EC 3.1.1.29)	uncultured Desulfobacterium sp	150
A0A542LVW0_9BURK	EC:3.1.1.29	Peptidyl-tRNA hydrolase (PTH) (EC 3.1.1.29)	Herbaspirillum sp. SJZ107	250
A0AAT9QGV4_9MICC	EC:3.1.1.29	Peptidyl-tRNA hydrolase (PTH) (EC 3.1.1.29)	Pseudarthrobacter sp. Fe7	250
Q6A8X9_CUTAK	EC:3.1.1.3	Lipase (EC 3.1.1.3)	Cutibacterium acnes (strain DSM 16379 / KPA171202) (Propionibacterium acnes)	150
A0A0D6RYW9_9PSED	EC:3.1.1.3	triacylglycerol lipase (EC 3.1.1.3)	Pseudomonas sp. FeS53a	250
A0A7D8D3J7_9BACI	EC:3.1.1.31	6-phosphogluconolactonase (EC 3.1.1.31)	Bacillus paranthracis	650
U1GP51_9ACTN	EC:3.1.1.31	6-phosphogluconolactonase (6PGL) (EC 3.1.1.31)	Cutibacterium granulosum DSM 20700	250
A0A9D7SJ75_9BACT	EC:3.1.1.31	6-phosphogluconolactonase (6PGL) (EC 3.1.1.31)	Candidatus Geothrix skivensis	150
D8J164_HERSS	EC:3.1.1.31	6-phosphogluconolactonase protein (EC 3.1.1.31)	Herbaspirillum seropedicae (strain SmR1)	250
A0A365D5K8_9MICC	EC:3.1.1.31	6-phosphogluconolactonase (6PGL) (EC 3.1.1.31)	Pseudarthrobacter sp. AG30	250
G4CXR4_9ACTN	EC:3.1.1.41	Cephalosporin-C deacetylase (EC 3.1.1.41)	Cutibacterium avidum ATCC 25577	250
A0AAW8NCA7_PSEOX	EC:3.1.1.41	Cephalosporin-C deacetylase (EC 3.1.1.41)	Pseudarthrobacter oxydans (Arthrobacter oxydans)	250
D8IXA6_HERSS	EC:3.1.1.45	Carboxymethylenebutenolidase (Dienelactone hydrolase) protein (EC 3.1.1.45)	Herbaspirillum seropedicae (strain SmR1)	250
B8HDK5_PSECP	EC:3.1.1.45	Carboxymethylenebutenolidase (EC 3.1.1.45)	Pseudarthrobacter chlorophenolicus (strain ATCC 700700 / DSM 12829 / CIP 107037 / JCM 12360 / KCTC 9906 / NCIMB 13794 / A6) (Arthrobacter chlorophenolicus)	250
D5X1J9_THIK1	EC:3.1.1.45	Carboxymethylenebutenolidase (EC 3.1.1.45)	Thiomonas intermedia (strain K12) (Thiobacillus intermedius)	150
C0QIW5_DESAH	EC:3.1.1.5	PldB (EC 3.1.1.5)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
D8J1E3_HERSS	EC:3.1.1.5	Lysophospholipase protein (EC 3.1.1.5)	Herbaspirillum seropedicae (strain SmR1)	250
A0AAW8N7L6_PSEOX	EC:3.1.1.5	Acyl-CoA thioesterase-1 (EC 3.1.1.5, EC 3.1.2.-)	Pseudarthrobacter oxydans (Arthrobacter oxydans)	250
D5X3D7_THIK1	EC:3.1.1.5	Lysophospholipase (EC 3.1.1.5)	Thiomonas intermedia (strain K12) (Thiobacillus intermedius)	150
A0A0N1AKW2_9PROT	EC:3.1.1.61	Protein-glutamate methylesterase/protein-glutamine glutaminase (EC 3.1.1.61) (EC 3.5.1.44)	beta proteobacterium AAP51	150
A0A923A4W0_9BACT	EC:3.1.1.61	protein-glutamate methylesterase (EC 3.1.1.61)	Desulfobacterium sp	650
A0A7V8FYC1_9BURK	EC:3.1.1.61	Protein-glutamate methylesterase/protein-glutamine glutaminase (EC 3.1.1.61) (EC 3.5.1.44)	Herbaspirillum frisingense	650
A0A7W8KQ10_9BURK	EC:3.1.1.73	Feruloyl esterase (EC 3.1.1.73)	Herbaspirillum sp. SJZ102	250
D8IQM4_HERSS	EC:3.1.1.75	Poly[D(-)-3-hydroxyalkanoate] depolymerase protein (EC 3.1.1.75)	Herbaspirillum seropedicae (strain SmR1)	250
J3DJV8_9BURK	EC:3.1.11.1	Exodeoxyribonuclease I (EC 3.1.11.1) (DNA deoxyribophosphodiesterase)	Herbaspirillum sp. CF444	250
B6BW34_9PROT	EC:3.1.11.2	Exodeoxyribonuclease III (EC 3.1.11.2)	beta proteobacterium KB13	150
A0AAV3E731_CUTAC	EC:3.1.11.2	Exodeoxyribonuclease III (EC 3.1.11.2)	Cutibacterium acnes HL043PA1	250
C0QCD9_DESAH	EC:3.1.11.2	ExoA (EC 3.1.11.2)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
A0A7Y5Y2R3_9BURK	EC:3.1.11.2	Exodeoxyribonuclease III (EC 3.1.11.2)	Herbaspirillum sp. C9C3	250
A0A7Y5YCN0_9MICC	EC:3.1.11.2	Exodeoxyribonuclease III (EC 3.1.11.2)	Pseudarthrobacter sp. C4D7	250
A0AAN4HBE0_BACTU	EC:3.1.11.5	Exodeoxyribonuclease V alpha chain (EC 3.1.11.5)	Bacillus thuringiensis T01-328	250
A0A0N1AGS7_9PROT	EC:3.1.11.5	RecBCD enzyme subunit RecB (EC 3.1.11.5) (EC 5.6.2.4) (DNA 3'-5' helicase subunit RecB) (Exonuclease V subunit RecB) (ExoV subunit RecB) (Helicase/nuclease RecBCD subunit RecB)	beta proteobacterium AAP65	150
U1GID2_9ACTN	EC:3.1.11.5	RecBCD enzyme subunit RecB (EC 3.1.11.5) (EC 5.6.2.4) (DNA 3'-5' helicase subunit RecB) (Exonuclease V subunit RecB) (ExoV subunit RecB) (Helicase/nuclease RecBCD subunit RecB)	Cutibacterium granulosum DSM 20700	250
C0QI08_DESAH	EC:3.1.11.5	RecC (EC 3.1.11.5)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
M1ST20_9PROT	EC:3.1.11.6	Exodeoxyribonuclease 7 large subunit (EC 3.1.11.6) (Exodeoxyribonuclease VII large subunit) (Exonuclease VII large subunit)	beta proteobacterium CB	150
A0AAV3E5K0_CUTAC	EC:3.1.11.6	Exodeoxyribonuclease 7 large subunit (EC 3.1.11.6) (Exodeoxyribonuclease VII large subunit) (Exonuclease VII large subunit)	Cutibacterium acnes HL043PA1	250
C0QH11_DESAH	EC:3.1.11.6	Exodeoxyribonuclease 7 small subunit (EC 3.1.11.6) (Exodeoxyribonuclease VII small subunit) (Exonuclease VII small subunit)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
I3CY36_9BURK	EC:3.1.11.6	Exodeoxyribonuclease 7 large subunit (EC 3.1.11.6) (Exodeoxyribonuclease VII large subunit) (Exonuclease VII large subunit)	Herbaspirillum sp. GW103	250
B8HC99_PSECP	EC:3.1.11.6	Exodeoxyribonuclease 7 large subunit (EC 3.1.11.6) (Exodeoxyribonuclease VII large subunit) (Exonuclease VII large subunit)	Pseudarthrobacter chlorophenolicus (strain ATCC 700700 / DSM 12829 / CIP 107037 / JCM 12360 / KCTC 9906 / NCIMB 13794 / A6) (Arthrobacter chlorophenolicus)	250
C0QHV9_DESAH	EC:3.1.12.1	CRISPR-associated exonuclease Cas4 (EC 3.1.12.1)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
B6BU65_9PROT	EC:3.1.13.1	Ribonuclease R (RNase R) (EC 3.1.13.1)	beta proteobacterium KB13	150
A0A223P8V7_9BURK	EC:3.1.13.1	Ribonuclease R (RNase R) (EC 3.1.13.1)	Herbaspirillum sp. meg3	250
A0A239WM74_9ACTN	EC:3.1.13.5	Ribonuclease D (EC 3.1.13.5)	Cutibacterium granulosum	650
K7RWW8_ACIA4	EC:3.1.13.5	3'-5' exonuclease (EC 3.1.13.5)	Acidipropionibacterium acidipropionici (strain ATCC 4875 / DSM 20272 / JCM 6432 / NBRC 12425 / NCIMB 8070 / 4) (Propionibacterium acidipropionici)	150
A0AAW8NCL7_PSEOX	EC:3.1.13.5	Ribonuclease D (EC 3.1.13.5)	Pseudarthrobacter oxydans (Arthrobacter oxydans)	250
A0A0N1AGH2_9PROT	EC:3.1.2.12	S-formylglutathione hydrolase (EC 3.1.2.12)	beta proteobacterium AAP65	150
A0A542LQ09_9BURK	EC:3.1.2.12	S-formylglutathione hydrolase (EC 3.1.2.12)	Herbaspirillum sp. SJZ107	250
D8ISR5_HERSS	EC:3.1.2.23	4-hydroxybenzoyl-CoA thioesterase protein (EC 3.1.2.23)	Herbaspirillum seropedicae (strain SmR1)	250
B6BTS0_9PROT	EC:3.1.2.6	Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II)	beta proteobacterium KB13	150
E1YKR6_9BACT	EC:3.1.2.6	hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II)	uncultured Desulfobacterium sp	150
A0A839VE73_9BURK	EC:3.1.2.6	Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II)	Herbaspirillum sp. Sphag64	250
A0AAW8NH22_PSEOX	EC:3.1.2.6	Hydroxyacylglutathione hydrolase (EC 3.1.2.6)	Pseudarthrobacter oxydans (Arthrobacter oxydans)	250
GLO2_PSEA7	EC:3.1.2.6	Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II)	Pseudomonas aeruginosa (strain PA7)	250
A0AAD0QNI4_CUTAC	EC:3.1.21.2	Deoxyribonuclease IV (EC 3.1.21.2)	Cutibacterium acnes (Propionibacterium acnes)	250
A0A923CU98_9BACT	EC:3.1.21.2	Probable endonuclease 4 (EC 3.1.21.2) (Endodeoxyribonuclease IV) (Endonuclease IV)	Desulfobacterium sp	650
